区域,小区,总价,房型,面积,单价,朝向,楼层位置,装修情况,建筑时间,是否有电梯,产权类型,挂牌时间
集美,中海锦城国际,220.0,2室2厅,84.95平米,25898,南,中楼层/共33层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月23日 
集美,禹洲中央海岸二期,323.0,3室2厅,91.34平米,35363,东南,低楼层/共33层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年10月23日 
集美,杏北新城二和三组团,243.0,3室2厅,110.42平米,22007,南北,高楼层/共11层,平层/简装,板塔结合 ,有,非共有 ,2021年10月23日 
集美,夏商大学康城二期,210.0,3室2厅,87.46平米,24011,南,高楼层/共23层,平层/精装,2009年建/板楼 ,有,共有 ,2021年10月23日 
集美,万科金域华府二期,308.0,3室2厅,90.35平米,34090,西南,低楼层/共41层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年10月23日 
集美,中央公园城,358.0,2室1厅,87.2平米,41056,南,低楼层/共30层,平层/精装,2017年建/塔楼 ,有,共有 ,2021年10月23日 
集美,禹洲大学城,240.0,3室2厅,109.45平米,21928,南,中楼层/共24层,平层/精装,2012年建/板塔结合 ,有,共有 ,2021年10月23日 
集美,龙湖嘉屿城,219.5,3室1厅,89.39平米,24556,西南,低楼层/共25层,暂无数据/精装,2015年建/板塔结合 ,有,共有 ,2021年10月23日 
集美,万科金域华府二期,280.0,2室1厅,82.47平米,33952,南,高楼层/共15层,平层/精装,2015年建/板楼 ,有,共有 ,2021年10月23日 
集美,夏商新纪元,213.0,2室2厅,88.74平米,24003,南,中楼层/共23层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年10月22日 
集美,住宅·水晶湖郡,800.0,4室2厅,173.3平米,46163,西南北,高楼层/共32层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月22日 
集美,祥和雅筑一期,234.5,3室2厅,89.86平米,26097,东南,高楼层/共6层,平层/精装,2008年建/板楼 ,有,非共有 ,2021年10月22日 
集美,水晶湖郡C区,900.0,4室2厅,191.93平米,46893,南西北,中楼层/共30层,平层/毛坯,2018年建/板塔结合 ,有,非共有 ,2021年10月22日 
集美,海上五月花五期,288.0,2室1厅,75.69平米,38050,东南,低楼层/共32层,平层/精装,2014年建/板塔结合 ,有,共有 ,2021年10月22日 
集美,杏北新城二和三组团,210.0,2室1厅,93.1平米,22557,南,中楼层/共24层,平层/精装,2012年建/板塔结合 ,有,非共有 ,2021年10月22日 
集美,宁安里,230.8,2室2厅,80.98平米,28501,东南,中楼层/共7层,平层/精装,板楼 ,无,非共有 ,2021年10月22日 
集美,联发欣悦湾,239.0,3室1厅,94.33平米,25337,东南,低楼层/共25层,平层/毛坯,2017年建/塔楼 ,有,非共有 ,2021年10月22日 
集美,中交和美新城（二期三期）,688.0,4室2厅,125.05平米,55018,南西南,低楼层/共34层,平层/精装,2017年建/板楼 ,有,非共有 ,2021年10月22日 
集美,中骏四季阳光,205.0,2室1厅,70.47平米,29091,南,中楼层/共18层,平层/精装,2014年建/板塔结合 ,有,非共有 ,2021年10月22日 
集美,恒大帝景,429.0,3室2厅,124.23平米,34533,南,中楼层/共25层,平层/精装,板塔结合 ,有,非共有 ,2021年10月22日 
集美,鑫锦家园北区,225.0,3室2厅,107.71平米,20890,南北,中楼层/共18层,平层/精装,2009年建/板楼 ,有,共有 ,2021年10月21日 
集美,凤凰花城,230.0,2室2厅,89.96平米,25567,南北,中楼层/共33层,平层/精装,2017年建/板塔结合 ,有,非共有 ,2021年10月21日 
集美,禹洲中央海岸二期,400.0,4室2厅,133.9平米,29874,东南,低楼层/共39层,平层/精装,2016年建/板楼 ,有,共有 ,2021年10月21日 
集美,日东路,200.0,2室1厅,67.25平米,29740,南,高楼层/共8层,平层/简装,板塔结合 ,无,非共有 ,2021年10月21日 
集美,泉水湾一期,358.0,2室2厅,85.91平米,41672,东南,高楼层/共28层,平层/精装,2010年建/板塔结合 ,有,非共有 ,2021年10月21日 
集美,大学湾,317.8,3室1厅,88.15平米,36053,东南,中楼层/共5层,平层/精装,2005年建/板楼 ,无,非共有 ,2021年10月21日 
集美,中海锦城国际,230.0,3室2厅,97.96平米,23479,南西南西,中楼层/共33层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月20日 
集美,禹洲大学城,238.0,3室2厅,93.9平米,25347,南,低楼层/共30层,错层/精装,2012年建/塔楼 ,有,非共有 ,2021年10月20日 
集美,丰融尚城,300.0,2室2厅,89.16平米,33648,南,中楼层/共14层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年10月20日 
集美,水晶湖郡C区,655.0,4室1厅,141.59平米,46261,南,高楼层/共29层,平层/简装,2018年建/板塔结合 ,有,非共有 ,2021年10月20日 
集美,招商海德公园二期,455.0,3室2厅,115.05平米,39549,东南,高楼层/共7层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月20日 
集美,万科金域华府二期,290.0,2室2厅,82.19平米,35285,南,低楼层/共47层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年10月20日 
集美,橡树湾,605.0,4室2厅,153.87平米,39319,东南南,高楼层/共6层,平层/简装,2015年建/板楼 ,无,共有 ,2021年10月20日 
集美,泉水湾一期,335.0,3室2厅,88.47平米,37866,东南,低楼层/共28层,平层/精装,2010年建/板塔结合 ,有,共有 ,2021年10月20日 
集美,万科广场幸福里,295.0,3室2厅,110.35平米,26734,东南,中楼层/共49层,平层/精装,板楼 ,有,非共有 ,2021年10月20日 
集美,印斗路小区,458.0,4室2厅,142.02平米,32249,南北,中楼层/共7层,平层/精装,板楼 ,无,共有 ,2021年10月19日 
集美,庄园新城,195.0,3室2厅,87.91平米,22182,东南,低楼层/共18层,平层/精装,2009年建/塔楼 ,有,非共有 ,2021年10月19日 
集美,禹洲大学城,200.0,2室2厅,86.26平米,23186,南,高楼层/共30层,平层/简装,2012年建/塔楼 ,有,非共有 ,2021年10月19日 
集美,禹洲大学城,232.0,3室2厅,87.73平米,26445,东北,高楼层/共35层,错层/精装,2012年建/塔楼 ,有,非共有 ,2021年10月19日 
集美,日东路,155.0,2室1厅,57.25平米,27075,南,中楼层/共5层,平层/精装,平房 ,无,共有 ,2021年10月19日 
集美,庄园新城,175.0,3室2厅,87.38平米,20028,东南,低楼层/共18层,平层/精装,2009年建/塔楼 ,有,非共有 ,2021年10月19日 
集美,橡树湾四期,305.0,3室2厅,82.37平米,37029,南,高楼层/共30层,平层/精装,板楼 ,有,非共有 ,2021年10月19日 
集美,莲花尚院,265.0,2室1厅,88.51平米,29941,南,低楼层/共33层,平层/简装,2013年建/板楼 ,有,非共有 ,2021年10月18日 
集美,龙湖嘉誉一期,240.0,3室2厅,89.15平米,26921,东南,中楼层/共18层,平层/精装,2016年建/塔楼 ,有,共有 ,2021年10月18日 
集美,广兴新城,200.0,2室2厅,78.15平米,25592,东,中楼层/共7层,平层/精装,板楼 ,无,非共有 ,2021年10月18日 
集美,鑫锦家园北区,188.0,2室2厅,82.86平米,22689,南,高楼层/共17层,平层/精装,2009年建/板塔结合 ,有,共有 ,2021年10月18日 
集美,住宅·水晶湖郡,415.0,3室2厅,96.76平米,42890,南,中楼层/共33层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月18日 
集美,恒大帝景,410.0,3室2厅,120.05平米,34153,东南,低楼层/共31层,平层/精装,板塔结合 ,有,非共有 ,2021年10月18日 
集美,中海锦城国际,275.0,3室2厅,111.49平米,24666,东东南南,高楼层/共34层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月18日 
集美,金銮湾,300.0,3室2厅,106.56平米,28154,西南,高楼层/共31层,平层/精装,2010年建/板楼 ,有,非共有 ,2021年10月17日 
集美,恒大帝景,455.0,3室2厅,137.13平米,33181,东南,低楼层/共26层,平层/精装,板塔结合 ,有,非共有 ,2021年10月17日 
集美,禹洲中央海岸二期,303.0,3室1厅,90.95平米,33316,东南,低楼层/共33层,平层/简装,2016年建/板楼 ,有,非共有 ,2021年10月17日 
集美,禹洲大学城,75.0,1室1厅,30.62平米,24494,西北,低楼层/共35层,平层/精装,2012年建/塔楼 ,有,非共有 ,2021年10月17日 
集美,中海锦城国际,247.0,3室2厅,96.38平米,25628,南北,中楼层/共34层,平层/精装,2015年建/板楼 ,有,共有 ,2021年10月17日 
集美,禹洲大学城,77.5,1室0厅,30.61平米,25319,北,低楼层/共35层,平层/精装,2012年建/塔楼 ,有,非共有 ,2021年10月17日 
集美,新城际广场一期,220.0,2室1厅,88.23平米,24935,南北,高楼层/共18层,平层/毛坯,板楼 ,有,共有 ,2021年10月17日 
集美,禹洲中央海岸二期,315.0,3室1厅,92.29平米,34132,南,低楼层/共39层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年10月17日 
集美,禹洲大学城,72.0,1室0厅,30.63平米,23507,北,低楼层/共35层,平层/简装,2012年建/塔楼 ,有,非共有 ,2021年10月17日 
集美,禹洲大学城,228.0,3室2厅,95.78平米,23805,东南,高楼层/共35层,错层/精装,2012年建/塔楼 ,有,非共有 ,2021年10月17日 
集美,龙湖嘉屿城,320.0,4室2厅,133.28平米,24010,南北,高楼层/共24层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年10月17日 
集美,中海锦城国际,215.0,2室2厅,84.95平米,25310,南,低楼层/共33层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月16日 
集美,天鹅美苑,570.0,3室2厅,131.06平米,43492,东南,低楼层/共10层,平层/精装,2009年建/板楼 ,有,非共有 ,2021年10月16日 
集美,夏商新纪元,245.0,3室1厅,88.92平米,27553,南,高楼层/共18层,平层/精装,2016年建/板塔结合 ,有,非共有 ,2021年10月16日 
集美,中交和美新城（二期三期）,480.0,3室2厅,80.64平米,59524,东南,中楼层/共34层,平层/精装,板塔结合 ,有,非共有 ,2021年10月16日 
集美,IOI园博湾,432.0,3室2厅,120.51平米,35848,东南,中楼层/共31层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月16日 
集美,国贸商城同悦,495.0,3室2厅,149.86平米,33031,东南南,低楼层/共24层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月15日 
集美,禹洲中央海岸二期,330.0,3室1厅,91.82平米,35940,东南,高楼层/共39层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年10月15日 
集美,禹洲大学城,206.0,2室1厅,85.55平米,24080,东南,中楼层/共35层,平层/精装,2012年建/塔楼 ,有,非共有 ,2021年10月15日 
集美,禹洲中央海岸一期,348.0,3室1厅,91.83平米,37897,南北,中楼层/共40层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年10月15日 
集美,中交和美新城一期,498.0,3室2厅,89.88平米,55408,南,高楼层/共32层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年10月15日 
集美,莲花首岸,677.0,3室1厅,140.53平米,48175,南,中楼层/共38层,平层/毛坯,塔楼 ,有,非共有 ,2021年10月15日 
集美,万科金域华府二期,275.0,2室1厅,86.19平米,31907,西,中楼层/共41层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年10月14日 
集美,杏林东路,210.0,3室1厅,79.53平米,26406,南北东,中楼层/共5层,平层/简装,暂无数据 ,无,非共有 ,2021年10月14日 
集美,集美永祥花园,320.0,3室2厅,114.83平米,27868,南北东,高楼层/共18层,平层/精装,板楼 ,有,非共有 ,2021年10月14日 
集美,唐荣天润新城,235.0,3室2厅,87.08平米,26987,东南,中楼层/共28层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年10月14日 
集美,岑东路,345.0,3室2厅,100.99平米,34162,南北,中楼层/共8层,平层/简装,1999年建/板楼 ,有,共有 ,2021年10月14日 
集美,双桥明珠,276.0,4室2厅,109.02平米,25317,东南,低楼层/共11层,平层/精装,2007年建/板楼 ,有,共有 ,2021年10月14日 
集美,禹洲大学城,248.0,3室2厅,103.1平米,24055,南北,高楼层/共35层,错层/精装,2012年建/板塔结合 ,有,非共有 ,2021年10月14日 
集美,杏北新城二和三组团,268.0,3室2厅,121.52平米,22054,南北,高楼层/共11层,平层/精装,暂无数据 ,有,非共有 ,2021年10月14日 
集美,杏糖生活片区,160.0,2室1厅,56.73平米,28204,南北,中楼层/共6层,平层/简装,1989年建/板楼 ,无,非共有 ,2021年10月14日 
集美,住宅·水晶湖郡,439.0,2室1厅,96.76平米,45370,南,低楼层/共33层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月14日 
集美,龙湖嘉誉一期,229.0,3室1厅,90.69平米,25251,西南,低楼层/共20层,平层/毛坯,2015年建/塔楼 ,有,非共有 ,2021年10月14日 
集美,泉水湾一期,315.0,2室1厅,85.53平米,36830,西南,低楼层/共28层,平层/精装,2010年建/板塔结合 ,有,非共有 ,2021年10月14日 
集美,龙湖春江郦城一期,376.0,3室2厅,89.09平米,42205,东南东,中楼层/共34层,平层/精装,2017年建/塔楼 ,有,非共有 ,2021年10月13日 
集美,禹洲大学城,194.0,2室2厅,83.61平米,23203,南,低楼层/共35层,平层/精装,2012年建/板塔结合 ,有,非共有 ,2021年10月13日 
集美,建昌花园,264.0,3室2厅,99.23平米,26605,南北,低楼层/共7层,平层/简装,2000年建/板楼 ,无,共有 ,2021年10月13日 
集美,万科广场幸福里,335.0,4室2厅,130.93平米,25587,西南,中楼层/共42层,平层/精装,2017年建/塔楼 ,有,共有 ,2021年10月13日 
集美,嘉源新城（49、51）,280.0,3室2厅,113.5平米,24670,南,低楼层/共6层,平层/精装,平房 ,无,共有 ,2021年10月13日 
集美,水晶湖郡C区,600.0,3室1厅,128.76平米,46599,南,中楼层/共30层,平层/精装,2018年建/板塔结合 ,有,共有 ,2021年10月12日 
集美,凤凰花城,207.0,2室2厅,93.07平米,22242,东南,低楼层/共26层,平层/毛坯,板塔结合 ,有,非共有 ,2021年10月12日 
集美,马銮公寓,68.0,1室0厅,33.08平米,20557,北,中楼层/共5层,平层/简装,1995年建/板楼 ,无,非共有 ,2021年10月12日 
集美,招商海德公园一期,498.0,3室2厅,123.46平米,40337,南北,低楼层/共46层,平层/毛坯,2014年建/板楼 ,有,非共有 ,2021年10月12日 
集美,住宅·水晶湖郡,360.0,3室1厅,90.94平米,39587,西南,低楼层/共33层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月12日 
集美,禹洲大学城,203.0,3室1厅,88.32平米,22985,南,中楼层/共18层,平层/简装,2012年建/板塔结合 ,有,非共有 ,2021年10月12日 
集美,中骏四季阳光,205.0,2室2厅,70.11平米,29240,西南,高楼层/共18层,平层/精装,2014年建/板塔结合 ,有,非共有 ,2021年10月12日 
集美,橡树湾,269.9,2室2厅,89.18平米,30265,东南,中楼层/共30层,平层/简装,2015年建/板楼 ,有,非共有 ,2021年10月12日 
集美,滨水二里,221.0,2室1厅,61.99平米,35651,南,高楼层/共17层,平层/简装,塔楼 ,有,非共有 ,2021年10月12日 
集美,龙湖嘉誉一期,330.0,3室2厅,113.69平米,29027,南北,高楼层/共18层,平层/精装,2016年建/塔楼 ,有,非共有 ,2021年10月12日 
集美,万科广场幸福里,229.0,3室2厅,91.54平米,25017,西北,高楼层/共42层,平层/精装,2017年建/塔楼 ,有,共有 ,2021年10月12日 
集美,龙湖嘉屿城,225.0,3室2厅,89.32平米,25191,西南,中楼层/共25层,平层/精装,2015年建/板塔结合 ,有,共有 ,2021年10月11日 
集美,聚镇,236.0,3室1厅,87.59平米,26944,东南,高楼层/共29层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年10月11日 
集美,住宅·水晶湖郡,550.0,3室2厅,96.85平米,56789,南,中楼层/共31层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月11日 
集美,新城际广场二期,249.9,2室2厅,89.85平米,27814,南北,高楼层/共29层,平层/精装,板楼 ,有,非共有 ,2021年10月11日 
集美,联发杏林湾一号二期,521.7,3室2厅,141.65平米,36831,南,中楼层/共31层,平层/简装,2016年建/板塔结合 ,有,非共有 ,2021年10月11日 
集美,国贸天悦,435.0,3室2厅,104.76平米,41524,南,高楼层/共32层,平层/精装,2017年建/板塔结合 ,有,非共有 ,2021年10月10日 
集美,莲花新城一期,687.0,4室2厅,169.53平米,40524,东南,高楼层/共33层,平层/毛坯,2015年建/板塔结合 ,有,非共有 ,2021年10月10日 
集美,碧海蓝天东区,659.0,3室2厅,118.74平米,55500,南北,低楼层/共10层,平层/精装,2012年建/板楼 ,有,非共有 ,2021年10月10日 
集美,水晶湖郡C区,880.0,4室2厅,189.04平米,46551,东南,高楼层/共33层,平层/毛坯,板塔结合 ,有,非共有 ,2021年10月10日 
集美,泉水湾三期,340.0,2室2厅,87.34平米,38929,南,中楼层/共25层,平层/精装,2013年建/板楼 ,有,共有 ,2021年10月10日 
集美,禹洲大学城,210.0,2室2厅,81.89平米,25645,东南,低楼层/共30层,平层/精装,2012年建/塔楼 ,有,非共有 ,2021年10月09日 
集美,集美中心花园,238.0,2室1厅,52.13平米,45656,南,中楼层/共7层,平层/简装,2009年建/板楼 ,无,非共有 ,2021年10月09日 
集美,莲花尚院,385.0,3室1厅,126.29平米,30486,南,中楼层/共33层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年10月09日 
集美,中海寰宇天下,470.0,4室2厅,126.28平米,37219,东南,中楼层/共39层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月09日 
集美,海上五月花一期,375.0,3室2厅,96.89平米,38704,东南,中楼层/共32层,平层/精装,2013年建/板塔结合 ,有,非共有 ,2021年10月09日 
集美,莲花尚院,290.0,2室1厅,89.15平米,32530,南,低楼层/共33层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年10月09日 
集美,泉水湾二期,328.0,2室2厅,88.59平米,37025,东南,中楼层/共24层,平层/简装,2010年建/板塔结合 ,有,非共有 ,2021年10月09日 
集美,万科金域华府二期,292.0,2室1厅,82.82平米,35258,南,中楼层/共47层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年10月09日 
集美,中骏四季阳光,198.0,2室2厅,72.08平米,27470,西南,低楼层/共23层,平层/精装,2014年建/板塔结合 ,有,非共有 ,2021年10月08日 
